TimeStartup,QuatX,QuatY,QuatZ,QuatS,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,MagX,MagY,MagZ,Temperature,Pressure
270496257000,+0.9483485,-3.17143E-001,-3.14526E-003,+6.74465E-003,+00.000329,+00.000403,-00.001003,+00.0061,-00.1420,+10.1332,+0.111,-0.076,-0.811,+025.46,+100.40
270497506000,+0.9483467,-3.17149E-001,-3.14417E-003,+6.74395E-003,+00.000510,+00.000355,-00.000571,-00.0011,-00.1386,+10.1496,+0.111,-0.076,-0.807,+025.46,+100.40
270498757000,+0.9483467,-3.17149E-001,-3.14417E-003,+6.74395E-003,+00.000113,-00.000623,-00.000564,+00.0022,-00.1209,+10.1525,+0.111,-0.076,-0.807,+025.46,+100.40
270500007000,+0.9483472,-3.17147E-001,-3.14886E-003,+6.74426E-003,-00.000338,-00.001467,-00.000930,-00.0019,-00.1204,+10.1277,+0.111,-0.076,-0.807,+025.47,+100.40
270501257000,+0.9483472,-3.17147E-001,-3.14886E-003,+6.74426E-003,-00.000374,-00.001993,-00.000779,+00.0075,-00.1268,+10.1086,+0.110,-0.074,-0.814,+025.47,+100.40
270502506000,+0.9483452,-3.17153E-001,-3.14647E-003,+6.74229E-003,-00.000598,-00.001678,-00.000503,+00.0194,-00.1313,+10.0971,+0.110,-0.074,-0.814,+025.48,+100.40
270503756000,+0.9483452,-3.17153E-001,-3.14647E-003,+6.74229E-003,-00.000954,-00.000744,-00.000272,+00.0214,-00.1356,+10.1053,+0.110,-0.074,-0.814,+025.48,+100.40
270505007000,+0.9483454,-3.17153E-001,-3.14618E-003,+6.74526E-003,-00.001090,+00.000488,-00.000220,+00.0279,-00.1303,+10.1160,+0.110,-0.074,-0.809,+025.47,+100.40
270506257000,+0.9483454,-3.17153E-001,-3.14618E-003,+6.74526E-003,-00.000777,+00.001088,-00.001048,+00.0269,-00.1241,+10.1168,+0.110,-0.074,-0.809,+025.47,+100.40
270507506000,+0.9483449,-3.17154E-001,-3.14481E-003,+6.74227E-003,-00.000586,+00.000980,-00.001410,+00.0275,-00.1263,+10.1213,+0.110,-0.074,-0.809,+025.46,+100.40
270508757000,+0.9483449,-3.17154E-001,-3.14481E-003,+6.74227E-003,-00.000276,+00.001076,-00.001451,+00.0305,-00.1353,+10.1135,+0.110,-0.074,-0.809,+025.46,+100.40
270510006000,+0.9483453,-3.17153E-001,-3.14465E-003,+6.74394E-003,+00.000001,+00.000822,-00.001533,+00.0286,-00.1410,+10.1178,+0.111,-0.075,-0.810,+025.46,+100.40
270511257000,+0.9483453,-3.17153E-001,-3.14465E-003,+6.74394E-003,-00.000562,+00.000459,-00.001160,+00.0206,-00.1457,+10.1202,+0.111,-0.075,-0.810,+025.46,+100.40
270512507000,+0.9483441,-3.17156E-001,-3.14486E-003,+6.74410E-003,-00.001025,+00.000653,-00.000634,+00.0102,-00.1468,+10.1188,+0.111,-0.075,-0.810,+025.46,+100.40
270513756000,+0.9483441,-3.17156E-001,-3.14486E-003,+6.74410E-003,-00.001089,+00.000760,-00.000394,+00.0061,-00.1465,+10.1016,+0.110,-0.075,-0.812,+025.46,+100.40
270515007000,+0.9483441,-3.17156E-001,-3.14418E-003,+6.74595E-003,-00.001027,+00.000873,-00.000145,+00.0051,-00.1432,+10.0867,+0.110,-0.075,-0.812,+025.46,+100.40
270516257000,+0.9483441,-3.17156E-001,-3.14418E-003,+6.74595E-003,-00.001019,+00.000945,+00.000015,+00.0137,-00.1429,+10.0773,+0.110,-0.075,-0.812,+025.46,+100.40
270517507000,+0.9483422,-3.17162E-001,-3.14301E-003,+6.74575E-003,-00.000938,+00.000610,+00.000087,+00.0182,-00.1496,+10.0622,+0.110,-0.075,-0.812,+025.46,+100.40
270518757000,+0.9483422,-3.17162E-001,-3.14301E-003,+6.74575E-003,-00.000506,+00.000062,-00.000348,+00.0232,-00.1476,+10.0644,+0.110,-0.074,-0.807,+025.46,+100.40
270520007000,+0.9483429,-3.17160E-001,-3.14399E-003,+6.74610E-003,-00.000257,-00.000322,-00.000810,+00.0285,-00.1430,+10.0859,+0.110,-0.074,-0.807,+025.46,+100.40
270521257000,+0.9483429,-3.17160E-001,-3.14399E-003,+6.74610E-003,+00.000299,-00.000159,-00.000450,+00.0321,-00.1403,+10.1158,+0.110,-0.074,-0.807,+025.46,+100.40
270522506000,+0.9483408,-3.17166E-001,-3.14217E-003,+6.74442E-003,+00.000693,+00.000491,-00.000630,+00.0313,-00.1359,+10.1413,+0.112,-0.073,-0.810,+025.46,+100.40
270523756000,+0.9483408,-3.17166E-001,-3.14217E-003,+6.74442E-003,+00.000698,+00.000867,-00.000229,+00.0333,-00.1350,+10.1466,+0.112,-0.073,-0.810,+025.46,+100.40
270525007000,+0.9483408,-3.17166E-001,-3.14151E-003,+6.74333E-003,+00.001125,+00.001042,+00.000174,+00.0284,-00.1483,+10.1241,+0.112,-0.073,-0.810,+025.46,+100.40
270526257000,+0.9483408,-3.17166E-001,-3.14151E-003,+6.74333E-003,+00.000859,+00.001070,-00.000307,+00.0202,-00.1540,+10.1016,+0.112,-0.075,-0.806,+025.46,+100.40
270527506000,+0.948341,-3.17166E-001,-3.14183E-003,+6.74376E-003,+00.000240,+00.000472,-00.000063,+00.0229,-00.1513,+10.0853,+0.112,-0.075,-0.806,+025.47,+100.40
270528756000,+0.948341,-3.17166E-001,-3.14183E-003,+6.74376E-003,-00.000030,+00.000117,-00.000090,+00.0230,-00.1500,+10.0928,+0.112,-0.075,-0.806,+025.47,+100.40
270530006000,+0.9483411,-3.17165E-001,-3.14391E-003,+6.74389E-003,-00.000573,-00.000408,-00.000261,+00.0300,-00.1386,+10.1172,+0.112,-0.075,-0.806,+025.48,+100.40
270531257000,+0.9483411,-3.17165E-001,-3.14391E-003,+6.74389E-003,-00.000636,-00.001038,-00.000399,+00.0271,-00.1294,+10.1277,+0.115,-0.081,-0.817,+025.48,+100.40
270532506000,+0.9483415,-3.17164E-001,-3.14579E-003,+6.74161E-003,-00.000119,-00.001261,-00.000632,+00.0154,-00.1310,+10.1340,+0.115,-0.081,-0.817,+025.47,+100.40
